"number_answers_after_best","class","class2","id"
1,top_5_10,outstanding,"8,962"
1,ordinary,ordinary,"12,032"
1,ordinary,ordinary,"25,066"
1,ordinary,ordinary,"16,326"
1,top_5,outstanding,"15,935"
1,ordinary,ordinary,"20,002"
2,top_5,outstanding,"14,604"
1,ordinary,ordinary,"8,655"
1,ordinary,ordinary,"9,168"
1,ordinary,ordinary,"9,999"
1,ordinary,ordinary,"22,644"
1,ordinary,ordinary,"15,072"
1,ordinary,ordinary,"17,840"
1,ordinary,ordinary,"25,717"
1,ordinary,ordinary,"21,921"
1,ordinary,ordinary,"13,458"
4,top_5,outstanding,"6,906"
1,ordinary,ordinary,"26,360"
1,top_5_10,outstanding,"11,507"
1,ordinary,ordinary,"10,839"
1,ordinary,ordinary,"8,482"
3,top_5_10,outstanding,"10,967"
1,top_5,outstanding,"7,044"
1,top_5_10,outstanding,"7,444"
1,ordinary,ordinary,"8,483"
1,top_5_10,outstanding,"11,350"
4,top_5,outstanding,"14,852"
1,ordinary,ordinary,"17,934"
1,top_5,outstanding,"13,575"
3,top_10_15,outstanding,"9,344"
1,ordinary,ordinary,"23,670"
1,ordinary,ordinary,"19,281"
1,ordinary,ordinary,"20,211"
1,ordinary,ordinary,"18,180"
3,top_5_10,outstanding,"7,241"
1,ordinary,ordinary,"9,864"
1,ordinary,ordinary,"7,533"
3,ordinary,ordinary,"8,258"
1,ordinary,ordinary,"18,230"
1,ordinary,ordinary,"10,500"
11,top_5,outstanding,"17,620"
1,top_10_15,outstanding,"9,555"
1,ordinary,ordinary,"11,097"
10,top_5,outstanding,"15,596"
14,top_5,outstanding,"10,171"
1,ordinary,ordinary,"24,720"
2,top_5,outstanding,"10,965"
30,top_5,outstanding,"19,500"
4,top_5_10,outstanding,"23,711"
1,ordinary,ordinary,"14,240"
1,top_5,outstanding,"13,129"
6,top_5,outstanding,"9,387"
1,ordinary,ordinary,"8,716"
1,ordinary,ordinary,"13,874"
1,ordinary,ordinary,"21,060"
1,ordinary,ordinary,"17,278"
1,ordinary,ordinary,"9,286"
2,top_5,outstanding,"9,410"
1,ordinary,ordinary,"19,937"
3,top_5,outstanding,"6,938"
1,top_5_10,outstanding,"10,127"
1,top_5_10,outstanding,"22,118"
2,top_5,outstanding,"6,838"
2,top_5_10,outstanding,"16,139"
1,ordinary,ordinary,"18,941"
1,ordinary,ordinary,"25,080"
1,ordinary,ordinary,"20,021"
2,top_5,outstanding,"23,106"
9,top_5,outstanding,"7,193"
3,ordinary,ordinary,"14,114"
1,ordinary,ordinary,"20,126"
1,ordinary,ordinary,"11,784"
1,ordinary,ordinary,"8,367"
1,ordinary,ordinary,"20,705"
1,ordinary,ordinary,"19,482"
5,top_10_15,outstanding,"9,631"
1,ordinary,ordinary,"11,183"
3,top_5,outstanding,"18,898"
1,top_5,outstanding,"8,771"
1,ordinary,ordinary,"17,215"
1,ordinary,ordinary,"16,233"
1,top_5,outstanding,"9,032"
1,top_5_10,outstanding,"16,440"
1,ordinary,ordinary,"18,967"
1,ordinary,ordinary,"8,988"
1,top_5_10,outstanding,"14,995"
6,top_5,outstanding,"7,198"
1,ordinary,ordinary,"25,078"
1,ordinary,ordinary,"22,401"
1,ordinary,ordinary,"9,446"
1,ordinary,ordinary,"10,452"
10,top_5,outstanding,"12,161"
1,ordinary,ordinary,"10,773"
1,ordinary,ordinary,"18,209"
1,ordinary,ordinary,"14,014"
1,top_10_15,outstanding,"21,498"
1,top_5,outstanding,"14,577"
1,top_10_15,outstanding,"7,359"
1,ordinary,ordinary,"10,986"
1,ordinary,ordinary,"23,921"
1,ordinary,ordinary,"24,953"
2,top_5,outstanding,"8,141"
4,ordinary,ordinary,"9,842"
1,ordinary,ordinary,"11,982"
1,ordinary,ordinary,"17,465"
3,top_5_10,outstanding,"15,801"
1,ordinary,ordinary,"23,150"
1,ordinary,ordinary,"8,016"
2,top_5,outstanding,"14,529"
1,top_10_15,outstanding,"8,601"
1,top_10_15,outstanding,"7,166"
1,top_10_15,outstanding,"7,234"
1,ordinary,ordinary,"13,685"
1,top_5_10,outstanding,"21,692"
1,ordinary,ordinary,"9,078"
1,ordinary,ordinary,"19,975"
1,ordinary,ordinary,"7,629"
1,ordinary,ordinary,"8,528"
2,top_5,outstanding,"14,057"
5,top_5,outstanding,"17,472"
2,top_5,outstanding,"17,732"
1,top_5_10,outstanding,"18,757"
1,ordinary,ordinary,"20,481"
35,top_5,outstanding,"13,299"
1,ordinary,ordinary,"25,384"
1,ordinary,ordinary,"28,384"
1,ordinary,ordinary,"11,927"
1,ordinary,ordinary,"9,113"
1,top_5,outstanding,"6,925"
11,top_5,outstanding,"7,565"
6,top_5,outstanding,"23,877"
1,ordinary,ordinary,"25,671"
1,ordinary,ordinary,"9,443"
1,ordinary,ordinary,"13,384"
1,ordinary,ordinary,"25,387"
17,top_5,outstanding,"8,135"
1,ordinary,ordinary,"18,417"
1,top_5_10,outstanding,"10,136"
1,ordinary,ordinary,"7,289"
1,ordinary,ordinary,"12,735"
1,ordinary,ordinary,"21,365"
3,top_5,outstanding,"11,273"
1,top_5_10,outstanding,"11,326"
1,top_5,outstanding,"11,518"
1,ordinary,ordinary,"17,819"
12,top_5,outstanding,"13,693"
3,top_5,outstanding,"14,785"
1,top_5_10,outstanding,"12,687"
2,top_5,outstanding,"19,912"
1,ordinary,ordinary,"22,090"
1,ordinary,ordinary,"7,546"
1,ordinary,ordinary,"12,304"
2,top_5,outstanding,"6,755"
2,top_5,outstanding,"13,002"
1,ordinary,ordinary,"9,002"
1,top_5,outstanding,"18,336"
1,top_10_15,outstanding,"10,734"
1,ordinary,ordinary,"8,727"
1,ordinary,ordinary,"12,765"
3,top_5_10,outstanding,"7,028"
13,top_5,outstanding,"8,423"
1,ordinary,ordinary,"26,168"
1,ordinary,ordinary,"9,913"
1,ordinary,ordinary,"7,755"
1,ordinary,ordinary,"14,795"
1,ordinary,ordinary,"28,312"
1,top_5,outstanding,"7,942"
1,ordinary,ordinary,"12,599"
1,top_10_15,outstanding,"21,866"
1,ordinary,ordinary,"28,472"
2,top_10_15,outstanding,"12,159"
2,top_5_10,outstanding,"13,035"
2,ordinary,ordinary,"14,565"
1,top_5_10,outstanding,"6,810"
1,ordinary,ordinary,"27,420"
1,top_5_10,outstanding,"14,054"
1,top_5,outstanding,"9,013"
1,ordinary,ordinary,"15,847"
1,ordinary,ordinary,"11,873"
2,ordinary,ordinary,"15,875"
3,ordinary,ordinary,"16,881"
1,top_10_15,outstanding,"19,520"
1,ordinary,ordinary,"14,071"
1,top_5_10,outstanding,"18,938"
1,ordinary,ordinary,"27,591"
1,ordinary,ordinary,"12,172"
1,ordinary,ordinary,"24,272"
1,ordinary,ordinary,"12,761"
1,ordinary,ordinary,"12,842"
1,ordinary,ordinary,"24,748"
1,ordinary,ordinary,"10,279"
1,ordinary,ordinary,"10,937"
5,top_5,outstanding,"14,001"
1,ordinary,ordinary,"24,395"
1,top_5_10,outstanding,"19,969"
1,ordinary,ordinary,"27,854"
7,top_5,outstanding,"6,765"
2,ordinary,ordinary,"12,992"
1,ordinary,ordinary,"18,364"
1,ordinary,ordinary,"8,164"
1,top_5,outstanding,"18,008"
4,top_5,outstanding,"7,416"
1,ordinary,ordinary,"11,379"
1,top_5_10,outstanding,"17,276"
1,ordinary,ordinary,"7,108"
1,ordinary,ordinary,"9,888"
1,ordinary,ordinary,"25,307"
1,ordinary,ordinary,"21,832"
1,top_5,outstanding,"6,791"
1,top_5_10,outstanding,"6,777"
1,ordinary,ordinary,"11,368"
1,ordinary,ordinary,"28,659"
6,top_5_10,outstanding,"22,761"
1,ordinary,ordinary,"7,455"
4,top_5,outstanding,"9,479"
1,ordinary,ordinary,"10,110"
1,ordinary,ordinary,"13,852"
1,ordinary,ordinary,"25,341"
6,top_5,outstanding,"9,261"
1,ordinary,ordinary,"12,416"
1,top_5_10,outstanding,"16,536"
3,top_5,outstanding,"9,162"
2,top_5_10,outstanding,"14,328"
1,top_5,outstanding,"20,074"
1,top_5_10,outstanding,"13,750"
1,top_5_10,outstanding,"14,254"
1,ordinary,ordinary,"28,125"
1,ordinary,ordinary,"20,984"
3,ordinary,ordinary,"20,127"
1,top_5,outstanding,"26,185"
1,ordinary,ordinary,"21,121"
1,ordinary,ordinary,"28,434"
1,ordinary,ordinary,"24,363"
1,top_5_10,outstanding,"6,726"
1,ordinary,ordinary,"12,209"
1,ordinary,ordinary,"8,983"
1,top_5_10,outstanding,"10,423"
1,ordinary,ordinary,"20,382"
3,top_5,outstanding,"12,537"
6,top_5,outstanding,"14,034"
1,ordinary,ordinary,"14,876"
1,top_10_15,outstanding,"12,918"
2,ordinary,ordinary,"15,977"
4,ordinary,ordinary,"10,188"
1,ordinary,ordinary,"22,352"
1,ordinary,ordinary,"19,118"
1,ordinary,ordinary,"27,206"
1,top_5_10,outstanding,"13,905"
1,ordinary,ordinary,"23,168"
1,top_5,outstanding,"6,963"
3,top_5,outstanding,"8,533"
2,top_5,outstanding,"15,822"
1,ordinary,ordinary,"17,913"
1,top_5,outstanding,"7,374"
1,top_5,outstanding,"19,754"
1,ordinary,ordinary,"28,043"
1,top_5,outstanding,"11,109"
2,top_5,outstanding,"8,216"
1,ordinary,ordinary,"12,282"
1,ordinary,ordinary,"7,382"
1,ordinary,ordinary,"19,432"
2,top_5,outstanding,"20,081"
1,ordinary,ordinary,"7,605"
1,ordinary,ordinary,"19,615"
1,top_10_15,outstanding,"14,193"
1,ordinary,ordinary,"26,875"
1,ordinary,ordinary,"10,746"
1,ordinary,ordinary,"24,281"
1,top_5,outstanding,"10,073"
1,ordinary,ordinary,"10,647"
1,ordinary,ordinary,"21,482"
1,ordinary,ordinary,"13,509"
1,ordinary,ordinary,"15,469"
2,top_5_10,outstanding,"14,575"
1,ordinary,ordinary,"19,600"
1,ordinary,ordinary,"10,738"
1,ordinary,ordinary,"9,206"
1,top_5_10,outstanding,"10,733"
4,top_5,outstanding,"10,786"
2,top_10_15,outstanding,"16,196"
1,top_5_10,outstanding,"8,275"
1,ordinary,ordinary,"9,313"
1,ordinary,ordinary,"18,076"
1,ordinary,ordinary,"19,870"
2,ordinary,ordinary,"21,572"
1,top_5_10,outstanding,"8,077"
4,top_5,outstanding,"8,046"
1,ordinary,ordinary,"17,608"
7,top_5,outstanding,"17,640"
3,top_5_10,outstanding,"17,932"
1,ordinary,ordinary,"10,115"
1,ordinary,ordinary,"18,365"
1,top_5,outstanding,"10,857"
1,top_5,outstanding,"9,445"
8,top_5,outstanding,"6,763"
1,ordinary,ordinary,"8,458"
1,ordinary,ordinary,"11,453"
1,top_5_10,outstanding,"14,730"
1,top_5,outstanding,"7,429"
1,ordinary,ordinary,"9,877"
1,ordinary,ordinary,"15,697"
1,ordinary,ordinary,"7,847"
4,top_5,outstanding,"9,274"
1,top_10_15,outstanding,"7,012"
1,top_5,outstanding,"21,560"
1,ordinary,ordinary,"14,169"
1,ordinary,ordinary,"17,335"
1,ordinary,ordinary,"7,298"
1,top_5,outstanding,"12,821"
2,top_5,outstanding,"17,896"
1,ordinary,ordinary,"24,968"
2,top_5,outstanding,"9,213"
1,top_5_10,outstanding,"9,730"
1,top_10_15,outstanding,"19,299"
1,top_5_10,outstanding,"17,634"
1,ordinary,ordinary,"28,681"
1,ordinary,ordinary,"11,367"
5,top_5,outstanding,"6,704"
1,top_5_10,outstanding,"12,539"
13,top_5,outstanding,"22,023"
9,top_5,outstanding,"7,737"
7,top_5_10,outstanding,"10,853"
1,ordinary,ordinary,"11,194"
3,top_5,outstanding,"13,270"
1,ordinary,ordinary,"14,148"
1,top_5_10,outstanding,"7,794"
1,ordinary,ordinary,"9,308"
7,top_5,outstanding,"9,878"
1,ordinary,ordinary,"10,406"
1,ordinary,ordinary,"7,889"
1,ordinary,ordinary,"12,086"
5,top_5,outstanding,"12,479"
1,ordinary,ordinary,"16,388"
1,ordinary,ordinary,"8,402"
1,ordinary,ordinary,"28,399"
2,top_10_15,outstanding,"9,218"
2,top_5,outstanding,"12,699"
1,ordinary,ordinary,"8,116"
1,ordinary,ordinary,"12,191"
1,top_5_10,outstanding,"9,159"
2,top_5,outstanding,"9,949"
2,top_5,outstanding,"11,200"
5,top_5,outstanding,"13,922"
1,ordinary,ordinary,"18,121"
3,top_5,outstanding,"6,762"
18,top_5,outstanding,"9,386"
1,ordinary,ordinary,"19,705"
1,top_5,outstanding,"9,327"
3,top_5,outstanding,"9,488"
1,top_5_10,outstanding,"11,030"
1,top_5,outstanding,"11,693"
1,top_5_10,outstanding,"25,890"
1,ordinary,ordinary,"6,889"
2,top_10_15,outstanding,"7,025"
2,ordinary,ordinary,"26,664"
1,top_5,outstanding,"13,991"
1,top_5,outstanding,"25,774"
1,ordinary,ordinary,"14,744"
2,top_5,outstanding,"7,112"
1,top_5,outstanding,"6,794"
1,top_5,outstanding,"9,942"
1,ordinary,ordinary,"19,164"
1,ordinary,ordinary,"19,669"
2,top_5,outstanding,"25,444"
1,ordinary,ordinary,"16,720"
1,ordinary,ordinary,"7,391"
1,top_5,outstanding,"9,995"
1,ordinary,ordinary,"15,767"
1,ordinary,ordinary,"6,786"
1,ordinary,ordinary,"12,217"
2,ordinary,ordinary,"8,394"
1,ordinary,ordinary,"11,159"
1,top_10_15,outstanding,"7,967"
1,ordinary,ordinary,"9,797"
1,ordinary,ordinary,"15,751"
1,ordinary,ordinary,"20,897"
1,ordinary,ordinary,"12,316"
1,ordinary,ordinary,"18,111"
6,top_5,outstanding,"8,176"
1,ordinary,ordinary,"8,900"
4,top_5,outstanding,"14,717"
1,ordinary,ordinary,"25,549"
1,ordinary,ordinary,"9,595"
3,top_5,outstanding,"6,883"
1,top_10_15,outstanding,"7,131"
1,top_5,outstanding,"7,701"
33,top_5,outstanding,"7,898"
1,top_5,outstanding,"19,773"
1,ordinary,ordinary,"18,123"
1,top_5,outstanding,"17,189"
1,ordinary,ordinary,"21,619"
2,ordinary,ordinary,"13,560"
1,ordinary,ordinary,"16,941"
1,top_5_10,outstanding,"12,450"
1,ordinary,ordinary,"14,608"
1,top_5,outstanding,"8,001"
1,top_5_10,outstanding,"8,780"
1,ordinary,ordinary,"12,368"
1,ordinary,ordinary,"22,380"
1,ordinary,ordinary,"9,939"
2,ordinary,ordinary,"11,702"
1,top_5_10,outstanding,"14,192"
1,ordinary,ordinary,"15,098"
1,ordinary,ordinary,"15,387"
3,top_5,outstanding,"17,664"
1,ordinary,ordinary,"6,898"
1,ordinary,ordinary,"7,909"
1,ordinary,ordinary,"11,445"
1,top_5,outstanding,"12,743"
1,ordinary,ordinary,"18,325"
31,top_5,outstanding,"9,006"
1,top_5,outstanding,"12,357"
1,top_5,outstanding,"12,352"
1,ordinary,ordinary,"7,662"
1,ordinary,ordinary,"15,710"
1,top_10_15,outstanding,"11,767"
1,ordinary,ordinary,"8,370"
1,ordinary,ordinary,"11,114"
1,top_5,outstanding,"19,484"
1,top_5_10,outstanding,"27,519"
1,ordinary,ordinary,"10,534"
1,top_5,outstanding,"7,211"
3,top_5,outstanding,"9,412"
1,top_5_10,outstanding,"9,121"
1,ordinary,ordinary,"13,210"
1,ordinary,ordinary,"13,635"
1,ordinary,ordinary,"19,726"
1,top_5_10,outstanding,"27,369"
1,ordinary,ordinary,"9,283"
2,top_5_10,outstanding,"6,840"
2,ordinary,ordinary,"10,333"
1,ordinary,ordinary,"19,886"
1,top_5,outstanding,"8,350"
1,ordinary,ordinary,"12,949"
1,ordinary,ordinary,"7,344"
1,top_5,outstanding,"21,524"
3,top_5,outstanding,"26,371"
7,top_5,outstanding,"10,904"
1,ordinary,ordinary,"16,850"
1,ordinary,ordinary,"19,755"
1,top_5,outstanding,"6,909"
2,top_5,outstanding,"6,782"
1,ordinary,ordinary,"25,215"
1,ordinary,ordinary,"8,761"
2,ordinary,ordinary,"9,394"
1,ordinary,ordinary,"16,582"
1,ordinary,ordinary,"22,427"
1,ordinary,ordinary,"25,011"
1,ordinary,ordinary,"12,550"
1,top_5,outstanding,"14,805"
1,top_5_10,outstanding,"16,588"
1,top_5,outstanding,"7,813"
2,top_5,outstanding,"13,345"
1,ordinary,ordinary,"20,157"
4,top_5,outstanding,"9,752"
1,top_5,outstanding,"7,071"
29,top_5,outstanding,"9,014"
1,ordinary,ordinary,"8,190"
1,top_5,outstanding,"10,606"
1,top_5,outstanding,"12,615"
33,top_5,outstanding,"10,175"
2,top_5,outstanding,"15,408"
1,ordinary,ordinary,"15,773"
1,top_5,outstanding,"6,728"
1,ordinary,ordinary,"10,846"
2,top_5,outstanding,"7,609"
1,ordinary,ordinary,"23,018"
2,top_5,outstanding,"6,733"
4,top_10_15,outstanding,"26,944"
2,top_5,outstanding,"21,615"
1,ordinary,ordinary,"26,307"
1,ordinary,ordinary,"14,828"
1,top_5_10,outstanding,"26,715"
4,top_5,outstanding,"9,316"
1,ordinary,ordinary,"28,619"
5,top_5,outstanding,"11,044"
1,top_5_10,outstanding,"24,407"
1,ordinary,ordinary,"16,995"
1,ordinary,ordinary,"23,926"
2,top_10_15,outstanding,"7,676"
1,ordinary,ordinary,"19,280"
1,top_10_15,outstanding,"14,208"
1,ordinary,ordinary,"11,611"
1,ordinary,ordinary,"9,701"
1,top_5,outstanding,"11,313"
1,top_5_10,outstanding,"11,761"
1,top_5_10,outstanding,"22,671"
2,ordinary,ordinary,"13,010"
8,top_5,outstanding,"8,270"
1,top_5_10,outstanding,"7,886"
1,top_5_10,outstanding,"18,937"
1,ordinary,ordinary,"9,498"
1,top_10_15,outstanding,"6,813"
1,ordinary,ordinary,"16,350"
1,ordinary,ordinary,"12,116"
1,ordinary,ordinary,"25,515"
1,ordinary,ordinary,"7,522"
1,top_5_10,outstanding,"12,269"
3,top_5,outstanding,"8,407"
1,ordinary,ordinary,"17,510"
4,top_5,outstanding,"13,654"
1,ordinary,ordinary,"7,332"
1,top_5,outstanding,"6,731"
5,top_5,outstanding,"6,802"
1,ordinary,ordinary,"11,447"
1,ordinary,ordinary,"12,795"
1,ordinary,ordinary,"9,185"
1,ordinary,ordinary,"14,360"
1,ordinary,ordinary,"18,541"
1,ordinary,ordinary,"24,027"
12,top_5,outstanding,"7,435"
1,top_5_10,outstanding,"16,501"
1,ordinary,ordinary,"25,596"
1,ordinary,ordinary,"16,325"
1,top_5_10,outstanding,"10,040"
2,top_5,outstanding,"7,475"
1,ordinary,ordinary,"17,812"
5,top_5,outstanding,"8,014"
1,top_5_10,outstanding,"16,291"
1,ordinary,ordinary,"16,957"
2,top_5_10,outstanding,"8,821"
1,ordinary,ordinary,"15,446"
2,ordinary,ordinary,"12,939"
1,ordinary,ordinary,"25,257"
1,ordinary,ordinary,"17,559"
1,ordinary,ordinary,"15,898"
